PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
87112,Bishopton Medical Practice,11287,Bishopton Medical Practice,Greenock Road,Bishopton,Renfrewshire,PA7 5AW,01505   863   223,17J, ,S08000031,S37000024,S01012216,West Renfrewshire 1
87146,Strathgryffe Medical Practice,10617,Strathgryffe Medical Practice,"Houston Surgery, Kirk Road",Houston,Renfrewshire,PA6 7AR,01505   613   240,17J, ,S08000031,S37000024,S01012030,West Renfrewshire 3
87165,Levern Medical Group,8730,Levern Medical Group,Barrhead Health & Care Centre,213 Main Street,Barrhead,G78 1SW,0141 800  7000,17J, ,S08000031,S37000011,S01008310,Barrhead
87184,"Drs Macpherson, Hanley,Tobin & Al-Ani",8880,"Drs Macpherson, Hanley,Tobin & Al-Ani",Mains Medical Centre,300 Mains Drive,Erskine,PA8 7JQ,0141 812  3230,17J, ,S08000031,S37000024,S01012197,West Renfrewshire 1
87235,Bridgewater Medical Centre,2124,Bridgewater Medical Centre,15 Kilpatrick Drive,Erskine,,PA8 7AF,0141 812  2022,17J, ,S08000031,S37000024,S01012198,West Renfrewshire 1
87292,Ludovic Medical Practice,7951,Ludovic Medical Practice,60 Quarry Street,Johnstone,,PA5 8EY,01505   324   348,17J, ,S08000031,S37000024,S01012046,West Renfrewshire 3
87324,Ravenswood Surgery,6612,Ravenswood Surgery,Thomson Avenue,Johnstone,,PA5 8SU,01505   331   979,17J, ,S08000031,S37000024,S01012045,West Renfrewshire 4
87339,"Drs Howie, Smith & Dobbs",5357,"Drs Howie , Smith & Dobbs",Riverview Medical Centre,6/8 George Street,Johnstone,PA5 8SL,01505   320   208,17J, ,S08000031,S37000024,S01012045,West Renfrewshire 3
87343,Dr Cassidy & Partners,4403,Dr Cassidy & Partners,Linden Medical Centre,25 Floors Street,Johnstone,PA5 8PZ,01505   320   151,17J, ,S08000031,S37000024,S01012046,West Renfrewshire 4
87358,Alba Medical Group Renfrewshire,8386,Alba Medical Group Renfrewshire,Erskine Clinic,Bargarran Centre,Erskine,PA8 6BS,0141 314  9313,17J, ,S08000031,S37000024,S01012210,West Renfrewshire 1
87409,Dr Cooper and Partners,5769,Dr Cooper and Partners,Linwood Health Centre,5 Bridge Street,Linwood,PA3 3DB,01505   321   051,17J, ,S08000031,S37000024,S01012221,West Renfrewshire 3
87432,Mistylaw Medical Practice,4772,Mistylaw Medical Practice,31 Main Street,Lochwinnoch,,PA12 4AH,01505   842   200,17J, ,S08000031,S37000024,S01012019,West Renfrewshire 4
87466,The Charleston Surgery,7391,The Charleston Surgery,5 South Campbell St,Paisley,,PA2 6LR,0141 889  4373,17J, ,S08000031,S37000024,S01012129,Paisley 5
87471,Anchor Mill Medical Practice,9079,Anchor Mill Medical Practice,4 Saucel Crescent,Paisley,,PA1 1UB,0141 889  8809,17J, ,S08000031,S37000024,S01012128,Paisley 5
87485,Tannahill Surgery,3280,The Tannahill Centre,76 Blackstoun Road,Paisley,,PA3 1NT,0141 889  7631,17J, ,S08000031,S37000024,S01012067,Paisley 6
87490,King Street Surgery,9652,King Street Surgery,The Surgery,15 King Street,Paisley,PA1 2PS,0141 889  3144,17J, ,S08000031,S37000024,S01012070,Paisley 6
87502,The Consulting Rooms,7598,The Consulting Rooms,21 Neilston Rd,Paisley,,PA2 6LW,0141 889  5277,17J, ,S08000031,S37000024,S01012129,Paisley 6
87517,Glenburn Medical Practice,3099,Glenburn Medical Practice,Glenburn Health Centre,Fairway Avenue,Paisley,PA2 8DX,0141 884  7788,17J, ,S08000031,S37000024,S01012102,Paisley 5
87521,The Kelburn Practice,4701,The Kelburn Practice,Northcroft Medical Centre,Northcroft Street,Paisley,PA3 4AD,0141 889  3356,17J, ,S08000031,S37000024,S01012153,Paisley 5
87541,The Greenlaw Practice,8416,The Greenlaw Practice,Northcroft Medical Centre,Paisley,,PA3 4AD,0141 889  8465,17J, ,S08000031,S37000024,S01012153,Paisley 5
87555,The Mirin Practice,8791,The Mirin Practice,The Surgery,3 Glasgow Road,Paisley,PA1 3QS,0141 889  2604,17J, ,S08000031,S37000024,S01012134,Paisley 6
87560,The Love Street Medical Centre,5760,The Love Street Medical Centre,40 Love Street,Paisley,,PA3 2DY,0141 531  3430,17J, ,S08000031,S37000024,S01012153,Paisley 6
87606,The Barony Practice,6540,The Barony Practice,Northcroft Medical Centre,Paisley,,PA3 4AD,0141 889  3732,17J, ,S08000031,S37000024,S01012153,Paisley 5
87625,Abbey Medical Centre,11525,Abbey Medical Centre,Lonend,Paisley,,PA1 1SU,0141 889  4088,17J, ,S08000031,S37000024,S01012126,Paisley 5
87697,Braehead Medical Practice,8153,Braehead Medical Practice,Renfrew Health Centre,10 Ferry Road,Renfrew,PA4 8RU,0141 207  7480,17J, ,S08000031,S37000024,S01012183,West Renfrewshire 2
87700,Clydeview Medical Practice,9980,Clydeview Medical Practice,Renfrew Health Centre,10 Ferry Road,Renfrew,PA4 8RU,0141 207  7730,17J, ,S08000031,S37000024,S01012183,West Renfrewshire 2
87714,Kingsinch Medical Practice,6808,Kingsinch Medical Practice,Renfrew Health Centre,10 Ferry Road,Renfrew,PA4 8RU,0141 207  7700,17J, ,S08000031,S37000024,S01012183,West Renfrewshire 2
87729,Westfield Medical Practice,4926,Westfield Medical Practice,Linden Medical Centre,25 Floors Street,Johnstone,PA5 8PZ,01505   337   999,17J, ,S08000031,S37000024,S01012046,West Renfrewshire 3
90031,The Group Practice,8082,The Group Practice,Springfield Road,Stornoway,Isle Of Lewis,HS1 2PS,01851   703   145,17J, ,S08000028,S37000031,S01009043,Western Isles
90098,North Harris Medical Practice,1311,North Harris Medical Practice,The Surgery,Tarbert,Isle of Harris,HS3 3BG,01859   502   421,17C, ,S08000028,S37000031,S01009024,Western Isles
90101,South Harris Medical Practice,561,South Harris Medical Practice,Ferry Road,Leverburgh,Isle Of Harris,HS5 3UA,01859   520   278,17J, ,S08000028,S37000031,S01009023,Western Isles
90115,North Uist Medical Practice,1392,North Uist Medical Practice,The Surgery,Lochmaddy,Isle Of North Uist,HS6 5AE,01876   500   333,17C, ,S08000028,S37000031,S01009022,Western Isles
90120,Benbecula Medical Practice,2337,Benbecula Medical Practice,Sorelle Lodge Surgery,Griminish,Isle Of Benbecula,HS7 5QA,01870   602   215,17J, ,S08000028,S37000031,S01009019,Western Isles
90134,South Uist Medical Practice,1003,South Uist Medical Practice,Daliburgh,Isle Of South Uist,Isle Of South Uist,HS8 5SS,01878   700   302,17J, ,S08000028,S37000031,S01009017,Western Isles
90149,Barra Medical Practice,1280,Barra Medical Practice,Clach Mhile Surgery,Castlebay,Isle Of Barra,HS9 5XD,01871   810   282,2C, ,S08000028,S37000031,S01009014,Western Isles
90172,Broadbay Medical Practice,5837,Broadbay Medical Practice,16 Francis Street,Stornoway,Isle of Lewis,HS1 2XB,01851   703   588,17J, ,S08000028,S37000031,S01009041,Western Isles
90204,Langabhat Medical Practice,5271,Langabhat Medical Practice,Leurbost,Lochs,Isle of Lewis,HS2 9JP,01851   860   222,17J, ,S08000028,S37000031,S01009026,Western Isles
